Reporter Identifier	VALUE
EDNRA-Yu-S	3839.489
GI_10938013-S	17864.29233
GI_33457353-S	1619.898
GI_4507456-S	5120.894333
GI_5174574-S	15036.65067
sarroybu-S	2111.178667
1557685_at-S	789.4663333
1560225_at-S	893.5383333
1561073_at-S	7392.247
213310_at-S	2079.215
214174_s_at-S	819.938
214384_s_at-S	2145.689667
216584_at-S	2942.9525
225311_at-S	5286.436
228178_s_at-S	844.791
228687_at-S	544.004
228798_x_at-S	840.248
229455_at-S	2796.018
231181_at-S	867.583
231651_at-S	821.044
233424_at-S	598.3136667
235196_at-S	6565.405333
236338_at-S	6057.601
236472_at-S	4089.436
240093_x_at-S	1088.441
240236_at-S	771.69
240543_at-S	2733.483
241944_x_at-S	3064.068667
242763_at-S	705.3513333
243636_s_at-S	3750.441
244579_at-S	5319.705
AA621488-Yu-S	2873.802667
AF119310-S	577.2465
AFF4-Yu-S	7135.536667
AI015000-Yu-S	557.1466667
AI017592-Yu-S	375.5683333
AI288607-Yu-S	886.1523333
AI431618-Yu-S	9530.408333
AI767512-Yu-S	713.3923333
AI791860-S	10097.043
AI821573-Yu-S	1003.158667
ANK3-Glinsky-S	6571.565667
AW014022-S	1662.920333
AW572379-S	1593.131333
BE144297-S	613.614
BENE-Singh-S	4192.015
BUB1-Glinsky-S	683.494
BX096646-Yu-S	2101.877333
C2orf33-Yu-S	3753.919333
CCNB1-Glinsky-S	957.9726667
CD4-Yu-S	4409.929333
CDS2-Glinsky-S	2941.323667
CHAF1A-Glinsky-S	3512.509
CHGA-Singh-S	4082.631
COL1A2-Singh-S	15012.237
COMMD5-S	904.893
CV364590-S	502.674
DNAJB1-Yu-S	7360.797333
EDG7.a-S	6466.892
ERG_SV-S	8253.222667
ETV4_X-S	653.345
FGFR2-Glinsky-S	3978.043333
FLJ12193-S	1420.488
FLJ36036-S	454.3946667
FOS-Glinsky-S	29169.21233
GBL-Yu-S	1272.789
GBX2-Glinsky-S	349.4673333
GDEP-S	2494.207333
GI_10346134-S	3730.745667
GI_10518500-S	1144.668
GI_10835012-S	1674.102667
GI_11056009-S	376.5146667
GI_11496986-S	8501.040667
GI_11612673-A	6283.063667
GI_12232472-S	4417.659667
GI_12751492-S	1500.957667
GI_13124878-A	27824.868
GI_13259521-A	6836.171667
GI_13376207-S	1982.444667
GI_13376700-S	4960.785667
GI_13514821-A	5463.175333
GI_13569888-S	3603.754667
GI_13699817-S	1047.851
GI_13876385-S	2047.516333
GI_13904863-S	2680.673
GI_13994357-S	1046.501333
GI_14150117-S	5622.996333
GI_14249567-S	2695.739
GI_14589853-A	8847.375667
GI_14589875-A	3895.672333
GI_14602458-S	22857.97433
GI_14916436-S	13753.30533
GI_15022798-S	3558.997
GI_15147331-S	6503.048333
GI_16554596-A	7047.023
GI_17158040-A	4288.329667
GI_17318577-S	4589.189
GI_17402908-A	2420.691333
GI_17978511-A	5240.490333
GI_17981703-S	839.6223333
GI_18034691-A	3379.745
GI_18087810-S	2021.092333
GI_18087824-S	368.0023333
GI_18375500-A	8372.057667
GI_18375636-A	3152.743667
GI_18426896-A	26734.93733
GI_18490999-A	1225.145333
GI_18860908-S	1225.128333
GI_18860911-A	3285.080667
GI_19718752-S	1977.374333
GI_19743807-S	6718.346
GI_19743913-A	4928.903667
GI_19747284-S	10653.21567
GI_19923214-S	6294.503333
GI_19923273-A	3163.871
GI_19923288-S	1453.005
GI_19923318-S	1318.020333
GI_19923351-S	15099.84133
GI_19923725-S	4923.118
GI_20070229-S	3698.644
GI_20070271-S	9385.964
GI_20143931-S	922.4633333
GI_20149638-S	1217.196667
GI_20302157-A	30582.42133
GI_20357509-A	2425.023
GI_20357526-S	10207.04433
GI_20357564-S	16744.78333
GI_20357590-S	2417.502
GI_21237801-S	9089.521
GI_21264603-S	1727.623333
GI_21314674-S	2864.176333
GI_21361681-S	11950.00233
GI_21361690-S	7621.943667
GI_21361703-S	2850.852667
GI_21361830-S	5106.319667
GI_21361852-S	2363.945667
GI_21389474-S	3651.616667
GI_21389524-S	2598.465
GI_21389576-S	1896.616
GI_21536368-A	1853.663
GI_21536420-A	893.654
GI_21536453-S	5020.893
GI_21717806-S	1144.832
GI_21735624-A	10412.51467
GI_21956644-S	5965.373333
GI_22027487-S	6010.892
GI_22095338-S	1825.640667
GI_22212932-A	4956.446667
GI_22538477-A	2824.089333
GI_22547111-S	1122.129333
GI_22547122-S	1561.678
GI_22547142-A	9537.624
GI_23199988-S	3807.571
GI_23238206-S	2099.301333
GI_23510382-A	2455.472333
GI_23510426-A	2649.965
GI_24041025-S	1859.850667
GI_24234714-S	20808.52867
GI_24430189-S	10544.67033
GI_24432041-S	2278.126667
GI_24497542-A	1475.993
GI_24497617-S	2067.734667
GI_24497622-S	5964.238667
GI_24797084-S	9641.980667
GI_24797096-A	2213.889333
GI_25092600-S	4005.931333
GI_25777723-A	2271.978333
GI_27262625-A	2561.114667
GI_27502380-A	9399.923333
GI_27734806-S	4025.729667
GI_27735148-S	3009.468333
GI_27764881-S	1666.889
GI_27765097-A	3482.985333
GI_27894345-A	14972.82833
GI_28274700-S	5247.682
GI_28373079-S	1899.544
GI_28875783-S	770.6336667
GI_28875796-S	4696.909
GI_29171733-S	4536.892667
GI_29550837-A	17939.49267
GI_29570779-S	5299.714333
GI_29789372-S	8212.147333
GI_30023852-S	3141.189667
GI_30089963-S	1120.381667
GI_30089965-S	6044.562667
GI_30795246-S	2439.845667
GI_31317227-S	3000.918
GI_31317248-A	817.2236667
GI_31542689-S	6042.784333
GI_31542782-S	2884.151333
GI_31542866-S	8776.864
GI_31543061-S	1424.177
GI_31543092-S	6062.877
GI_31543141-S	645.02
GI_31543409-S	4806.650333
GI_31543629-S	1759.981333
GI_31742480-A	13371.98933
GI_32401423-S	6726.347
GI_32483415-S	2965.7755
GI_32698699-S	2117.463667
GI_33469967-A	7154.305
GI_33519445-A	8910.020333
GI_33598925-S	10354.549
GI_33620748-S	4292.604
GI_33695154-A	4080.021333
GI_34147546-S	1474.371333
GI_34147602-S	2838.935
GI_34147623-S	6924.855
GI_34147678-S	3897.352333
GI_34147690-S	821.069
GI_34147722-S	1472.567667
GI_34222118-S	702.4106667
GI_34222227-S	1203.335
GI_34222261-S	13738.032
GI_34222336-S	2445.313667
GI_34222364-S	5152.768667
GI_34304351-S	10511.887
GI_34328934-S	2995.84
GI_34734061-A	11627.297
GI_35038527-S	4014.917667
GI_35038563-S	1995.454333
GI_37537703-A	2159.068
GI_37577125-A	2153.559
GI_37655182-S	14270.789
GI_37675281-S	2372.033333
GI_37704380-S	29275.27367
GI_38027922-S	2884.261333
GI_38045935-S	886.7203333
GI_38157985-A	3487.773667
GI_38201689-S	3276.730667
GI_38202206-S	4523.091333
GI_38202210-S	4428.842333
GI_38202220-A	1686.240333
GI_38257140-S	4632.452667
GI_38327565-A	1299.936667
GI_38372939-S	23587.00233
GI_38454325-S	3279.548667
GI_38505179-I	1204.858333
GI_38569481-S	13547.08667
GI_38679896-S	2299.479333
GI_38679966-A	9902.723333
GI_38788154-A	576.1423333
GI_38788307-S	1762.365667
GI_39653320-A	7382.856
GI_39725673-S	6367.633
GI_39725694-S	2116.025
GI_39777596-A	8743.901667
GI_39812446-S	3800.349
GI_40217807-S	10322.97267
GI_40217844-S	6693.479
GI_40254430-S	958.9273333
GI_40254459-S	8993.927667
GI_40254817-S	5223.214333
GI_40254828-S	2722.185667
GI_40255128-S	3018.797
GI_40255195-S	3579.027333
GI_40316938-A	5898.23
GI_40317625-S	7287.752333
GI_40354199-S	624.6446667
GI_40538797-S	5785.077
GI_40548385-S	7072.758
GI_40805850-A	1029.707667
GI_40805859-A	3141.590333
GI_40806204-S	2446.831667
GI_40807455-S	9307.716333
GI_41146806-S	621.0453333
GI_41281370-S	10603.641
GI_41281517-S	3733.041
GI_41327737-I	7341.551
GI_41350200-S	2455.067333
GI_41393571-S	4964.413
GI_41393592-S	2254.993667
GI_41872473-S	4036.894
GI_41872499-A	2649.199333
GI_41872630-S	10937.467
GI_42476152-S	10516.40033
GI_42476153-S	3181.686333
GI_42476163-S	3284.588
GI_42476323-S	4410.848667
GI_42544124-A	4698.607
GI_42560249-A	1158.369333
GI_42714656-A	1879.986333
GI_42716292-S	5443.250667
GI_42734437-S	5945.681333
GI_42740906-A	17585.77567
GI_42741654-S	2424.366333
GI_42794624-A	4670.314667
GI_44829053-S	3196.676333
GI_44890066-S	8947.011
GI_4502094-S	5929.220667
GI_4502680-S	4157.548667
GI_4503760-S	2453.788
GI_4504038-S	1118.063667
GI_4504184-S	8843.501333
GI_4504222-S	10991.41333
GI_4504482-S	2766.858667
GI_4504504-S	5259.964667
GI_4504736-S	2392.066333
GI_4504788-S	539.6353333
GI_4505058-S	11081.451
GI_4506866-S	5734.297
GI_4507544-S	2941.611667
GI_4507908-S	3157.381
GI_4508034-S	3693.139333
GI_45359857-I	6531.888
GI_45439310-A	3519.361
GI_45439361-S	9084.891667
GI_45504379-S	4797.800667
GI_4557009-S	2778.619
GI_4557314-S	2217.559333
GI_4557546-A	2316.090333
GI_4557642-S	2835.738333
GI_4557650-S	3530.559
GI_4557764-S	2961.927333
GI_45594239-S	1874.882333
GI_45827730-A	2337.483
GI_46049109-A	13482.99867
GI_46094080-S	6618.34
GI_46255021-A	7477.020333
GI_46409631-S	2124.56
GI_46430498-S	3528.506667
GI_47078291-S	1009.457333
GI_47132559-A	15803.839
GI_47419933-S	10717.05033
GI_4758397-A	3551.583667
GI_4758935-S	6257.283
GI_4758943-S	12678.494
GI_4759029-S	717.446
GI_47834319-S	5341.037667
GI_48255934-I	5481.301
GI_48762945-S	17672.72033
GI_4885280-S	5972.995
GI_4885390-S	1453.184333
GI_48928049-A	3795.976333
GI_49472824-S	1011.911333
GI_49574524-S	3509.507667
GI_49574531-S	5093.763333
GI_4996892-S	3637.173333
GI_50345869-S	2807.403667
GI_50345880-S	2360.547333
GI_50345990-A	2405.174
GI_50363233-A	17953.47433
GI_50593005-S	13980.16167
GI_50658081-S	4635.999
GI_50845389-A	2352.6765
GI_50897853-A	3872.446667
GI_50962774-S	1326.008333
GI_51317377-A	1260.937667
GI_51468664-S	1300.24
GI_51471045-S	4394.298
GI_51479142-A	10608.899
GI_51702237-A	8026.889
GI_5174674-S	2236.891667
GI_51921282-S	475.246
GI_52145304-S	901.7976667
GI_52352809-S	440.2773333
GI_52851410-S	5726.486667
GI_52851464-S	2648.662667
GI_53831996-S	1829.329
GI_53850662-S	4736.344667
GI_54112122-A	5182.837667
GI_54112400-S	2400.346667
GI_54400757-S	6070.461667
GI_5453993-S	5079.025667
GI_54607119-S	8856.862
GI_55749985-A	2734.031667
GI_55750040-A	6477.373
GI_55774978-S	4788.379667
GI_55925658-S	6250.801667
GI_56090655-I	554.383
GI_56119206-S	1307.613667
GI_56549641-A	7215.839333
GI_56550034-S	3383.558333
GI_56550038-S	4691.304
GI_56550101-S	437.6646667
GI_56550104-A	9928.705333
GI_56676307-S	975.3503333
GI_56676373-S	17200.12867
GI_56682943-S	10574.89833
GI_56682951-S	7101.427
GI_56682965-S	3306.647667
GI_56699457-A	5351.334667
GI_56699466-I	5890.341667
GI_57164949-S	1343.139
GI_57242760-S	4986.806
GI_57242797-A	1898.795667
GI_5730072-S	1163.748667
GI_57863296-S	4276.106
GI_5803114-S	4196.118667
GI_5803120-S	6314.108
GI_5803180-S	5858.592333
