Reporter Identifier	VALUE
EDNRA-Yu-S	6943.470667
GI_10938013-S	14547.65933
GI_33457353-S	2347.893333
GI_4507456-S	3268.927
GI_5174574-S	15961.08533
sarroybu-S	1676.985
1557685_at-S	1088.438333
1560225_at-S	1093.646333
1561073_at-S	7614.284
213310_at-S	3126.905667
214174_s_at-S	522.863
214384_s_at-S	2333.050333
216584_at-S	2414.2045
225311_at-S	6410.543333
228178_s_at-S	575.7233333
228687_at-S	466.518
228798_x_at-S	892.4215
229455_at-S	3470.038667
231181_at-S	915.594
231651_at-S	874.9563333
233424_at-S	768.6556667
235196_at-S	7936.265
236338_at-S	6506.286667
236472_at-S	3258.541
240093_x_at-S	2003.708
240236_at-S	646.791
240543_at-S	3093.939667
241944_x_at-S	2518.888667
242763_at-S	805.196
243636_s_at-S	3470.865
244579_at-S	5489.921667
AA621488-Yu-S	2600.967333
AF119310-S	477.3095
AFF4-Yu-S	7984.108333
AI015000-Yu-S	485.0196667
AI017592-Yu-S	403.4703333
AI288607-Yu-S	674.045
AI431618-Yu-S	10605.45
AI767512-Yu-S	600.9743333
AI791860-S	3828.546667
AI821573-Yu-S	1368.171667
ANK3-Glinsky-S	8400.432
AW014022-S	2024.443
AW572379-S	1581.211333
BE144297-S	693.751
BENE-Singh-S	8692.9
BUB1-Glinsky-S	1642.405667
BX096646-Yu-S	2636.014
C2orf33-Yu-S	4180.666
CCNB1-Glinsky-S	1405.657333
CD4-Yu-S	3735.264667
CDS2-Glinsky-S	3034.784333
CHAF1A-Glinsky-S	5761.890333
CHGA-Singh-S	1033.559
COL1A2-Singh-S	17278.704
COMMD5-S	709.187
CV364590-S	453.484
DNAJB1-Yu-S	10141.60167
EDG7.a-S	4161.534333
ERG_SV-S	2039.809667
ETV4_X-S	525.828
FGFR2-Glinsky-S	2568.801667
FLJ12193-S	1258.935
FLJ36036-S	547.9973333
FOS-Glinsky-S	21608.03867
GBL-Yu-S	2202.207333
GBX2-Glinsky-S	389.7636667
GDEP-S	4570.743667
GI_10346134-S	4792.841
GI_10518500-S	1339.691667
GI_10835012-S	854.768
GI_11056009-S	439.965
GI_11496986-S	5143.774333
GI_11612673-A	5158.333667
GI_12232472-S	6366.797667
GI_12751492-S	1775.177667
GI_13124878-A	25431.56333
GI_13259521-A	7965.461667
GI_13376207-S	2269.068667
GI_13376700-S	6650.915667
GI_13514821-A	7121.047
GI_13569888-S	2803.994333
GI_13699817-S	1126.723
GI_13876385-S	2028.155333
GI_13904863-S	2016.209667
GI_13994357-S	1765.254
GI_14150117-S	7888.374
GI_14249567-S	4256.539
GI_14589853-A	7479.462333
GI_14589875-A	3475.755
GI_14602458-S	24016.65933
GI_14916436-S	14755.96567
GI_15022798-S	3177.472667
GI_15147331-S	1609.203
GI_16554596-A	4171.763667
GI_17158040-A	9756.253333
GI_17318577-S	528.582
GI_17402908-A	788.3513333
GI_17978511-A	5204.605
GI_17981703-S	1592.1
GI_18034691-A	4597.256
GI_18087810-S	1995.912333
GI_18087824-S	394.3336667
GI_18375500-A	10553.14433
GI_18375636-A	3288.586333
GI_18426896-A	24571.22633
GI_18490999-A	1205.823
GI_18860908-S	1521.119333
GI_18860911-A	3208.786667
GI_19718752-S	2486.078
GI_19743807-S	5351.003333
GI_19743913-A	3724.265
GI_19747284-S	8973.620333
GI_19923214-S	7675.916333
GI_19923273-A	755.3713333
GI_19923288-S	1218.252667
GI_19923318-S	1422.271
GI_19923351-S	18588.06
GI_19923725-S	7877.907667
GI_20070229-S	3548.348333
GI_20070271-S	12189.00833
GI_20143931-S	922.42
GI_20149638-S	2055.255667
GI_20302157-A	23822.866
GI_20357509-A	3776.993667
GI_20357526-S	14242.98967
GI_20357564-S	17002.41533
GI_20357590-S	2985.784
GI_21237801-S	10907.58133
GI_21264603-S	2690.730333
GI_21314674-S	2348.545
GI_21361681-S	14957.00033
GI_21361690-S	7806.461333
GI_21361703-S	3440.828333
GI_21361830-S	6120.093
GI_21361852-S	3650.593
GI_21389474-S	6156.392333
GI_21389524-S	2004.964
GI_21389576-S	1564.319667
GI_21536368-A	1727.159667
GI_21536420-A	755.8116667
GI_21536453-S	7211.67
GI_21717806-S	1906.368667
GI_21735624-A	13700.78367
GI_21956644-S	8242.491333
GI_22027487-S	11874.0995
GI_22095338-S	2088.845
GI_22212932-A	5755.825667
GI_22538477-A	1974.364
GI_22547111-S	982.977
GI_22547122-S	1412.713
GI_22547142-A	8123.416667
GI_23199988-S	3977.998333
GI_23238206-S	2738.000667
GI_23510382-A	4243.364333
GI_23510426-A	2332.959667
GI_24041025-S	1392.349
GI_24234714-S	23653.413
GI_24430189-S	941.1966667
GI_24432041-S	3535.068667
GI_24497542-A	3384.086333
GI_24497617-S	2629.321667
GI_24497622-S	5081.564
GI_24797084-S	11782.305
GI_24797096-A	3205.259667
GI_25092600-S	9187.100667
GI_25777723-A	2312.716
GI_27262625-A	2873.913
GI_27502380-A	7724.546333
GI_27734806-S	1193.994333
GI_27735148-S	2849.604667
GI_27764881-S	1400.092333
GI_27765097-A	3149.028333
GI_27894345-A	11144.20433
GI_28274700-S	5221.671333
GI_28373079-S	2218.003667
GI_28875783-S	656.3233333
GI_28875796-S	6037.622667
GI_29171733-S	5561.922333
GI_29550837-A	19263.514
GI_29570779-S	5700.774333
GI_29789372-S	9896.453333
GI_30023852-S	5260.941
GI_30089963-S	1379.771333
GI_30089965-S	3085.780667
GI_30795246-S	2754.657667
GI_31317227-S	3190.070667
GI_31317248-A	842.9953333
GI_31542689-S	5203.875
GI_31542782-S	2934.381
GI_31542866-S	11722.53
GI_31543061-S	1908.121667
GI_31543092-S	5528.406667
GI_31543141-S	946.876
GI_31543409-S	2648.101667
GI_31543629-S	2476.709667
GI_31742480-A	16212.61267
GI_32401423-S	4789.310333
GI_32483415-S	3627.8615
GI_32698699-S	2171.327667
GI_33469967-A	7841.474
GI_33519445-A	6661.567
GI_33598925-S	9302.400667
GI_33620748-S	3627.043
GI_33695154-A	2137.955333
GI_34147546-S	3925.419
GI_34147602-S	3462.777667
GI_34147623-S	11682.303
GI_34147678-S	3050.991667
GI_34147690-S	794.726
GI_34147722-S	1298.611333
GI_34222118-S	1722.547333
GI_34222227-S	1670.671667
GI_34222261-S	21432.48933
GI_34222336-S	3275.716667
GI_34222364-S	7297.625333
GI_34304351-S	17648.114
GI_34328934-S	5118.313
GI_34734061-A	11698.108
GI_35038527-S	3114.676333
GI_35038563-S	2105.767667
GI_37537703-A	5667.358667
GI_37577125-A	2630.261
GI_37655182-S	10529.23133
GI_37675281-S	2657.974
GI_37704380-S	24848.53067
GI_38027922-S	3209.275
GI_38045935-S	1447.877333
GI_38157985-A	3162.876
GI_38201689-S	3797.061333
GI_38202206-S	9297.289333
GI_38202210-S	10541.90733
GI_38202220-A	703.2836667
GI_38257140-S	4603.99
GI_38327565-A	1128.241667
GI_38372939-S	16694.072
GI_38454325-S	1984.302667
GI_38505179-I	2573.635
GI_38569481-S	9827.171
GI_38679896-S	3333.806333
GI_38679966-A	12408.83533
GI_38788154-A	782.8926667
GI_38788307-S	1622.829
GI_39653320-A	9538.799667
GI_39725673-S	10173.56667
GI_39725694-S	3294.0455
GI_39777596-A	4894.646
GI_39812446-S	3647.449333
GI_40217807-S	12565.158
GI_40217844-S	6962.370333
GI_40254430-S	1100.294333
GI_40254459-S	10558.05833
GI_40254817-S	5669.353
GI_40254828-S	2238.957667
GI_40255128-S	4258.410333
GI_40255195-S	3980.259667
GI_40316938-A	5340.621333
GI_40317625-S	5369.802333
GI_40354199-S	963.4546667
GI_40538797-S	4780.345667
GI_40548385-S	6755.254
GI_40805850-A	1143.638333
GI_40805859-A	3563.865
GI_40806204-S	11487.74167
GI_40807455-S	11099.33733
GI_41146806-S	1075.102667
GI_41281370-S	12604.159
GI_41281517-S	4822.573
GI_41327737-I	8317.765667
GI_41350200-S	2098.997333
GI_41393571-S	11047.57367
GI_41393592-S	2530.463
GI_41872473-S	4073.902
GI_41872499-A	1469.583
GI_41872630-S	11659.89267
GI_42476152-S	7332.184333
GI_42476153-S	3294.432667
GI_42476163-S	3834.400333
GI_42476323-S	2797.154
GI_42544124-A	4994.0305
GI_42560249-A	1342.369333
GI_42714656-A	1232.35
GI_42716292-S	5387.284
GI_42734437-S	5560.471
GI_42740906-A	19230.92433
GI_42741654-S	2490.160667
GI_42794624-A	10254.10867
GI_44829053-S	2879.443333
GI_44890066-S	3705.999667
GI_4502094-S	2806.475
GI_4502680-S	2496.647667
GI_4503760-S	1429.911
GI_4504038-S	1021.471333
GI_4504184-S	13221.37533
GI_4504222-S	11839.19333
GI_4504482-S	3881.400667
GI_4504504-S	5467.803333
GI_4504736-S	3072.756333
GI_4504788-S	609.468
GI_4505058-S	17247.14233
GI_4506866-S	10058.232
GI_4507544-S	4368.891333
GI_4507908-S	2397.957667
GI_4508034-S	3818.533
GI_45359857-I	6847.121
GI_45439310-A	3493.419333
GI_45439361-S	6565.326
GI_45504379-S	4901.832333
GI_4557009-S	2936.072
GI_4557314-S	2800.700333
GI_4557546-A	1805.769
GI_4557642-S	3170.651667
GI_4557650-S	1947.007667
GI_4557764-S	3276.093667
GI_45594239-S	1260.042333
GI_45827730-A	3339.788
GI_46049109-A	7993.913333
GI_46094080-S	6340.676333
GI_46255021-A	2277.834333
GI_46409631-S	2889.681333
GI_46430498-S	4271.4
GI_47078291-S	1220.265333
GI_47132559-A	17561.814
GI_47419933-S	11693.35733
GI_4758397-A	15726.86067
GI_4758935-S	7403.73
GI_4758943-S	8068.779
GI_4759029-S	740.0456667
GI_47834319-S	4682.776
GI_48255934-I	2977.287
GI_48762945-S	16761.96367
GI_4885280-S	5161.911
GI_4885390-S	2256.823
GI_48928049-A	4296.701667
GI_49472824-S	884.8986667
GI_49574524-S	3146.96
GI_49574531-S	6538.8
GI_4996892-S	4297.183667
GI_50345869-S	2846.367667
GI_50345880-S	2208.319667
GI_50345990-A	4549.424667
GI_50363233-A	14186.51
GI_50593005-S	16676.638
GI_50658081-S	5048.924
GI_50845389-A	3703.636
GI_50897853-A	4706.840667
GI_50962774-S	916.4416667
GI_51317377-A	1665.548667
GI_51468664-S	869.1283333
GI_51471045-S	6089.778667
GI_51479142-A	15184.93033
GI_51702237-A	13616.054
GI_5174674-S	744.1713333
GI_51921282-S	556.2076667
GI_52145304-S	1036.770333
GI_52352809-S	438.5073333
GI_52851410-S	6347.928667
GI_52851464-S	776.8233333
GI_53831996-S	2226.453667
GI_53850662-S	4833.648667
GI_54112122-A	3846.838333
GI_54112400-S	1600.56
GI_54400757-S	7907.208
GI_5453993-S	6141.031
GI_54607119-S	1026.774333
GI_55749985-A	3585.313667
GI_55750040-A	7196.225
GI_55774978-S	3757.183667
GI_55925658-S	21544.26667
GI_56090655-I	755.183
GI_56119206-S	1367.791333
GI_56549641-A	7155.663
GI_56550034-S	2625.674333
GI_56550038-S	5830.697333
GI_56550101-S	412.6943333
GI_56550104-A	5899.294
GI_56676307-S	630.358
GI_56676373-S	20146.60833
GI_56682943-S	6478.639
GI_56682951-S	6267.154
GI_56682965-S	3877.971667
GI_56699457-A	5062.764
GI_56699466-I	6584.221333
GI_57164949-S	1147.167333
GI_57242760-S	5019.760333
GI_57242797-A	1205.877333
GI_5730072-S	1986.222
GI_57863296-S	6573.26
GI_5803114-S	5468.919333
GI_5803120-S	3915.655667
GI_5803180-S	7622.594333
GI_58331263-A	3089.899
GI_58530839-I	3262.109667
GI_58530880-S	886.942
GI_58533160-A	13050.378
