Reporter Identifier	VALUE
GI_10938013-S	23980.902
GI_33457353-S	5694.329333
GI_4507456-S	4232.219
GI_5174574-S	7966.443333
GI_10092618-S	15978.756
GI_10337586-S	441.841
GI_10834981-S	13872.84233
GI_10834983-S	1107.026667
GI_10835001-S	24042.66233
GI_10835048-S	19821.81233
GI_10835156-S	7254.332667
GI_10835158-S	2583.576667
GI_10835160-S	1741.302
GI_10835170-S	532.6096667
GI_10863872-S	2903.366667
GI_10863920-S	10594.664
GI_10880127-S	4871.259
GI_10938009-A	6472.054
GI_11038640-A	6868.163333
GI_11068002-S	6943.382
GI_11321592-S	16897.456
GI_11321596-S	4695.892333
GI_11342665-S	15326.31767
GI_11496238-S	11100.47333
GI_11496880-S	8914.124667
GI_11496979-S	1745.876
GI_11496989-S	10354.95433
GI_11641410-A	4046.337667
GI_12408643-A	1596.629667
GI_12408650-S	11094.18667
GI_12408657-A	544.432
GI_12545405-A	4050.291333
GI_12669910-S	3227.791
GI_12669913-S	2753.978
GI_12669916-S	3009.6735
GI_12719454-A	1176.838667
GI_13027797-S	7537.011
GI_13027798-S	1729.497333
GI_13027803-S	743.409
GI_13027804-S	8647.145
GI_13112047-A	5427.870667
GI_13112049-A	5626.908667
GI_13128859-S	6461.792
GI_13186246-A	7734.661
GI_13186266-A	2339.628667
GI_13259500-A	5563.927333
GI_13259537-S	4769.408333
GI_13325053-S	596.095
GI_13325059-S	9736.772333
GI_13325062-S	4165.929667
GI_13376997-S	3895.891333
GI_13386511-A	1819.508333
GI_13435352-A	1128.433333
GI_13518020-A	3785.943
GI_13518031-S	4887.970667
GI_13518226-A	2289.717333
GI_13540470-S	3982.956333
GI_14141149-S	11692.972
GI_14165449-A	4854.647
GI_14574570-S	1223.399667
GI_14589887-S	16643.143
GI_14589947-S	14248.878
GI_14591901-A	1839.892667
GI_14670387-A	3066.272
GI_14702166-A	2956.211
GI_14719826-S	19714.066
GI_14790114-A	3774.540667
GI_14790185-A	4270.687333
GI_14916487-A	1340.1115
GI_14916495-A	2199.711333
GI_15011921-S	5102.634333
GI_15011927-A	11364.408
GI_15055544-A	1421.086667
GI_15055548-A	421.1943333
GI_15147344-S	10001.283
GI_15147349-A	511.1203333
GI_15208655-A	13683.53233
GI_15451776-A	7215.639667
GI_15451785-A	2818.313333
GI_15451787-S	3835.630667
GI_15451788-S	9941.634667
GI_15451855-S	7441.363
GI_15451897-S	1902.9455
GI_15451899-S	447.723
GI_15718711-A	7235.884
GI_15834616-S	1999.881667
GI_16306531-A	7590.445
GI_16507956-S	1809.378
GI_16753217-S	9082.074333
GI_16905527-A	8399.708667
GI_16933566-S	10791.277
GI_16936521-S	1168.011333
GI_16936523-S	575.1176667
GI_16936529-A	4118.583
GI_16936532-A	7938.963667
GI_16950653-S	2642.200333
GI_16950654-S	16855.05667
GI_16950656-S	5423.121333
GI_16950657-S	6624.020667
GI_16950658-S	4496.698
GI_16950659-S	4478.920333
GI_17017983-S	7751.178667
GI_17318560-A	1948.246333
GI_17402917-S	3808.306
GI_17505196-S	1146.544667
GI_17738295-A	3751.773667
GI_17738313-S	5160.218333
GI_17978496-A	10658.22433
GI_17978497-S	8551.891333
GI_17981693-A	6439.821333
GI_17981698-A	1387.23
GI_17981701-A	2935.017333
GI_18104968-A	3347.454
GI_18641367-A	6718.673667
GI_18765712-S	5201.818667
GI_18765747-A	18312.73667
GI_18860850-A	5675.642
GI_18860895-A	13274.656
GI_18860897-S	5996.826667
GI_19482173-S	5514.231333
GI_19528651-A	2822.919
GI_19718775-S	3580.709667
GI_19743818-A	24139.35433
GI_19743853-A	18067.867
GI_19913404-S	5150.655333
GI_19913405-S	2037.287
GI_19923110-S	13673.93233
GI_19923111-S	10082.01367
GI_19923154-S	1010.224667
GI_19923162-S	2002.138667
GI_19923194-S	6233.761667
GI_19923222-S	3960.366333
GI_19923309-S	504.667
GI_19923366-S	14174.32533
GI_19924130-A	6691.749333
GI_19924134-A	966.9943333
