Reporter Identifier	VALUE
EDNRA-Yu-S	3726.095
GI_10938013-S	15528.64667
GI_33457353-S	2032.702667
GI_4507456-S	4331.181667
GI_5174574-S	13507.39067
sarroybu-S	1703.080667
1557685_at-S	720.511
1560225_at-S	1014.566
1561073_at-S	5409.986
213310_at-S	2078.309667
214174_s_at-S	483.807
214384_s_at-S	2106.995333
216584_at-S	3530.067
225311_at-S	6305.566667
228178_s_at-S	673.5496667
228687_at-S	527.592
228798_x_at-S	747.711
229455_at-S	3288.747333
231181_at-S	729.429
231651_at-S	759.87
233424_at-S	510.3676667
235196_at-S	4326.597333
236338_at-S	8424.293333
236472_at-S	4516.161
240093_x_at-S	1104.021
240236_at-S	742.513
240543_at-S	2286.126
241944_x_at-S	2282.408667
242763_at-S	810.5853333
243636_s_at-S	3177.890667
244579_at-S	2903.565
AA621488-Yu-S	2536.247
AF119310-S	651.7845
AFF4-Yu-S	7847.023
AI015000-Yu-S	586.6333333
AI017592-Yu-S	408.0963333
AI288607-Yu-S	852.8983333
AI431618-Yu-S	7909.256333
AI767512-Yu-S	666.908
AI791860-S	9193.576333
AI821573-Yu-S	623.3203333
ANK3-Glinsky-S	7381.278667
AW014022-S	1203.441333
AW572379-S	1301.845333
BE144297-S	766.3846667
BENE-Singh-S	2928.355333
BUB1-Glinsky-S	796.3573333
BX096646-Yu-S	2127.442667
C2orf33-Yu-S	3563.307667
CCNB1-Glinsky-S	832.6893333
CD4-Yu-S	2826.465333
CDS2-Glinsky-S	1986.206667
CHAF1A-Glinsky-S	2754.753
CHGA-Singh-S	1160.209333
COL1A2-Singh-S	12555.382
COMMD5-S	862.36
CV364590-S	436.038
DNAJB1-Yu-S	7825.772333
EDG7.a-S	5848.518
ERG_SV-S	7911.278333
ETV4_X-S	417.9676667
FGFR2-Glinsky-S	2626.831333
FLJ12193-S	1216.472667
FLJ36036-S	481.5413333
FOS-Glinsky-S	26572.634
GBL-Yu-S	1789.395667
GBX2-Glinsky-S	377.7496667
GDEP-S	2982.585
GI_10346134-S	2704.490333
GI_10518500-S	3133.281333
GI_10835012-S	598.7133333
GI_11056009-S	410.185
GI_11496986-S	11612.56333
GI_11612673-A	5600.719667
GI_12232472-S	2916.175333
GI_12751492-S	1682.936
GI_13124878-A	23989.98633
GI_13259521-A	6416.025333
GI_13376207-S	2524.784333
GI_13376700-S	5157.471
GI_13514821-A	6395.783667
GI_13569888-S	3559.786667
GI_13699817-S	1372.4965
GI_13876385-S	1426.638667
GI_13904863-S	1990.851
GI_13994357-S	1474.216333
GI_14150117-S	5856.872333
GI_14249567-S	3624.050667
GI_14589853-A	11060.75467
GI_14589875-A	2803.437
GI_14602458-S	21252.41133
GI_14916436-S	9273.931667
GI_15022798-S	3286.326
GI_15147331-S	2729.420667
GI_16554596-A	6645.337
GI_17158040-A	3547.189333
GI_17318577-S	4066.106333
GI_17402908-A	1803.945
GI_17978511-A	4776.625333
GI_17981703-S	1210.504333
GI_18034691-A	3636.629667
GI_18087810-S	2121.058667
GI_18087824-S	412.586
GI_18375500-A	9486.962
GI_18375636-A	2669.645333
GI_18426896-A	21860.14567
GI_18490999-A	1160.368333
GI_18860908-S	1212.962667
GI_18860911-A	2831.167667
GI_19718752-S	2488.132333
GI_19743807-S	4945.077
GI_19743913-A	4364.482
GI_19747284-S	7181.920333
GI_19923214-S	5660.362333
GI_19923273-A	2825.493
GI_19923288-S	1260.052
GI_19923318-S	1667.682
GI_19923351-S	16589.23333
GI_19923725-S	4836.104
GI_20070229-S	2013.578
GI_20070271-S	11668.19933
GI_20143931-S	2589.866667
GI_20149638-S	1673.306333
GI_20302157-A	25258.78833
GI_20357509-A	3141.755
GI_20357526-S	8456.487
GI_20357564-S	14601.87533
GI_20357590-S	2412.649333
GI_21237801-S	10253.59967
GI_21264603-S	2267.882333
GI_21314674-S	2951.934333
GI_21361681-S	14665.43367
GI_21361690-S	10381.846
GI_21361703-S	2309.163333
GI_21361830-S	5780.268
GI_21361852-S	3009.677333
GI_21389474-S	5793.735333
GI_21389524-S	2368.788333
GI_21389576-S	1361.777667
GI_21536368-A	1720.113
GI_21536420-A	836.6846667
GI_21536453-S	6217.731333
GI_21717806-S	1300.573667
GI_21735624-A	12482.78767
GI_21956644-S	6458.623333
GI_22027487-S	7505.212
GI_22095338-S	1571.717333
GI_22212932-A	4467.319
GI_22538477-A	2271.317667
GI_22547111-S	1120.343
GI_22547122-S	1778.245667
GI_22547142-A	9806.462
GI_23199988-S	7114.515
GI_23238206-S	2582.421333
GI_23510382-A	2748.076667
GI_23510426-A	2584.617333
GI_24041025-S	1695.614
GI_24234714-S	21985.19767
GI_24430189-S	5207.993333
GI_24432041-S	2982.903333
GI_24497542-A	3252.69
GI_24497617-S	2708.529333
GI_24497622-S	5602.329333
GI_24797084-S	10483.17433
GI_24797096-A	2349.725667
GI_25092600-S	9106.016333
GI_25777723-A	1986.687
GI_27262625-A	1749.599667
GI_27502380-A	5660.130667
GI_27734806-S	3403.515333
GI_27735148-S	3230.216667
GI_27764881-S	1823.990667
GI_27765097-A	2306.168667
GI_27894345-A	18361.443
GI_28274700-S	6417.296
GI_28373079-S	1619.614333
GI_28875783-S	882.258
GI_28875796-S	4434.304
GI_29171733-S	4747.245333
GI_29550837-A	19090.037
GI_29570779-S	5821.779667
GI_29789372-S	7790.991667
GI_30023852-S	2733.07
GI_30089963-S	1229.841667
GI_30089965-S	3882.985
GI_30795246-S	2018.526
GI_31317227-S	5165.282
GI_31317248-A	867.5756667
GI_31542689-S	5177.402333
GI_31542782-S	2748.056
GI_31542866-S	7997.284
