Reporter Identifier	VALUE
GI_10938013-S	24221.46933
GI_33457353-S	3607.659667
GI_4507456-S	5608.038
GI_5174574-S	10256.58733
GI_10092618-S	17301.58833
GI_10337586-S	395.99
GI_10834981-S	11790.29733
GI_10834983-S	2144.621667
GI_10835001-S	10846.21367
GI_10835048-S	17438.69033
GI_10835156-S	8473.577333
GI_10835158-S	7873.179667
GI_10835160-S	1830.199333
GI_10835170-S	622.015
GI_10863872-S	2987.354
GI_10863920-S	9347.25
GI_10880127-S	6001.908
GI_10938009-A	8225.329667
GI_11038640-A	7987.61
GI_11068002-S	10293.25867
GI_11321592-S	12433.396
GI_11321596-S	3974.439667
GI_11342665-S	11020.26233
GI_11496238-S	9412.275333
GI_11496880-S	6692.141
GI_11496979-S	2265.059333
GI_11496989-S	8915.401333
GI_11641410-A	2733.960667
GI_12408643-A	1210.788
GI_12408650-S	9414.431
GI_12408657-A	796.0833333
GI_12545405-A	4145.656667
GI_12669910-S	1570.392
GI_12669913-S	2859.725
GI_12669916-S	2169.658
GI_12719454-A	1992.594667
GI_13027797-S	5966.477667
GI_13027798-S	1877.835333
GI_13027803-S	910.3423333
GI_13027804-S	3575.531333
GI_13112047-A	9658.408333
GI_13112049-A	4461.105667
GI_13128859-S	6770.232333
GI_13186246-A	8395.359667
GI_13186266-A	2711.696
GI_13259500-A	8042.088667
GI_13259537-S	4281.894333
GI_13325053-S	760.7653333
GI_13325059-S	12459.025
GI_13325062-S	5786.629333
GI_13376997-S	6833.152
GI_13386511-A	1880.893333
GI_13435352-A	1242.575667
GI_13518020-A	2725.513333
GI_13518031-S	5107.637333
GI_13518226-A	1068.847667
GI_13540470-S	4599.201
GI_14141149-S	14278.7925
GI_14165449-A	3936.946
GI_14574570-S	1741.615333
GI_14589887-S	12336.89533
GI_14589947-S	8720.461333
GI_14591901-A	1608.514333
GI_14670387-A	3370.076333
GI_14702166-A	3108.479667
GI_14719826-S	11662.35
GI_14790114-A	3045.426667
GI_14790185-A	3336.643333
GI_14916487-A	842.9665
GI_14916495-A	1688.092667
GI_15011921-S	4652.138667
GI_15011927-A	10592.398
GI_15055544-A	1341.392
GI_15055548-A	481.7746667
GI_15147344-S	5189.45
GI_15147349-A	636.815
GI_15208655-A	11782.287
GI_15451776-A	5246.392333
GI_15451785-A	2928.372333
GI_15451787-S	3721.552
GI_15451788-S	10290.46367
GI_15451855-S	6637.988333
GI_15451897-S	1907.0905
GI_15451899-S	534.839
GI_15718711-A	6290.534333
GI_15834616-S	2214.5
GI_16306531-A	5508.359
GI_16507956-S	1383.184667
GI_16753217-S	11559.59633
GI_16905527-A	7848.367333
GI_16933566-S	8939.613667
GI_16936521-S	641.3256667
GI_16936523-S	423.0646667
GI_16936529-A	4018.65
GI_16936532-A	5233.309
GI_16950653-S	1828.911333
GI_16950654-S	10705.26033
GI_16950656-S	6198.439
GI_16950657-S	4588.151667
GI_16950658-S	4293.577667
GI_16950659-S	6022.826667
GI_17017983-S	7247.723
GI_17318560-A	1017.658333
GI_17402917-S	2526.031333
GI_17505196-S	1032.463333
GI_17738295-A	2325.626667
GI_17738313-S	8667.887333
GI_17978496-A	16650.386
GI_17978497-S	7797.717333
GI_17981693-A	3121.854333
GI_17981698-A	1645.559
GI_17981701-A	2424.921667
GI_18104968-A	1922.863
GI_18641367-A	8257.309
GI_18765712-S	6387.489333
GI_18765747-A	15967.47133
GI_18860850-A	4852.572333
GI_18860895-A	11876.012
GI_18860897-S	5032.108333
GI_19482173-S	5696.096333
GI_19528651-A	3005.656
GI_19718775-S	3293.697
GI_19743818-A	20790.43133
GI_19743853-A	15230.70533
GI_19913404-S	9509.899
GI_19913405-S	1819.104667
GI_19923110-S	8626.160333
GI_19923111-S	8922.933667
GI_19923154-S	1365.559667
GI_19923162-S	2672.595333
GI_19923194-S	3307.097667
GI_19923222-S	5244.843333
GI_19923309-S	753.0063333
GI_19923366-S	7620.231333
GI_19924130-A	8667.805333
GI_19924134-A	2598.055
GI_19924136-S	1011.220667
GI_19924137-S	5287.827667
GI_19924164-S	864.3783333
GI_19924171-S	4007.343333
GI_19924298-S	8276.233
GI_20070134-S	1616.745333
