Reporter Identifier	VALUE
EDNRA-Yu-S	4924.664
GI_10938013-S	15823.91633
GI_33457353-S	1423.816333
GI_4507456-S	3222.999667
GI_5174574-S	13754.22033
sarroybu-S	1575.925667
1557685_at-S	874.9766667
1560225_at-S	779.9186667
1561073_at-S	5405.812667
213310_at-S	2212.232333
214174_s_at-S	528.405
214384_s_at-S	1883.393667
216584_at-S	2775.756
225311_at-S	7420.2
228178_s_at-S	685.025
228687_at-S	502.537
228798_x_at-S	680.404
229455_at-S	2284.571333
231181_at-S	715.968
231651_at-S	693.5926667
233424_at-S	535.4623333
235196_at-S	5998.305
236338_at-S	4105.222
236472_at-S	4108.874
240093_x_at-S	1621.9525
240236_at-S	981.4723333
240543_at-S	2195.794333
241944_x_at-S	2422.732333
242763_at-S	613.986
243636_s_at-S	2983.843667
244579_at-S	3571.475667
AA621488-Yu-S	2727.472333
AF119310-S	603.198
AFF4-Yu-S	6607.502333
AI015000-Yu-S	655.79
AI017592-Yu-S	405.3833333
AI288607-Yu-S	781.0133333
AI431618-Yu-S	10065.14067
AI767512-Yu-S	591.006
AI791860-S	11427.528
AI821573-Yu-S	594.4056667
ANK3-Glinsky-S	7992.162
AW014022-S	1824.222333
AW572379-S	2466.149
BE144297-S	650.2066667
BENE-Singh-S	2947.912
BUB1-Glinsky-S	689.203
BX096646-Yu-S	2136.192333
C2orf33-Yu-S	3744.33
CCNB1-Glinsky-S	1282.046333
CD4-Yu-S	2183.624
CDS2-Glinsky-S	2267.361333
CHAF1A-Glinsky-S	3354.018333
CHGA-Singh-S	2359.827
COL1A2-Singh-S	15826.43833
COMMD5-S	842.172
CV364590-S	415.3095
DNAJB1-Yu-S	6800.659
EDG7.a-S	8360.528333
ERG_SV-S	14082.162
ETV4_X-S	502.424
FGFR2-Glinsky-S	2891.715
FLJ12193-S	922.0913333
FLJ36036-S	486.983
FOS-Glinsky-S	24462.87467
GBL-Yu-S	1686.971
GBX2-Glinsky-S	411.348
GDEP-S	13276.423
GI_10346134-S	2685.165333
GI_10518500-S	1703.134333
GI_10835012-S	599.9356667
GI_11056009-S	446.5966667
GI_11496986-S	8340.369
GI_11612673-A	6920.573333
GI_12232472-S	4027.293333
GI_12751492-S	1276.908333
GI_13124878-A	23159.45533
GI_13259521-A	6135.451667
GI_13376207-S	2601.754333
GI_13376700-S	5944.179
GI_13514821-A	6553.582333
GI_13569888-S	3951.002
GI_13699817-S	976.702
GI_13876385-S	1905.927667
GI_13904863-S	2881.159667
GI_13994357-S	1241.543333
GI_14150117-S	6415.656667
GI_14249567-S	2896.343
GI_14589853-A	7303.262667
GI_14589875-A	2720.205333
GI_14602458-S	22299.72233
GI_14916436-S	13685.061
GI_15022798-S	3090.964
GI_15147331-S	4806.506
GI_16554596-A	4785.575
GI_17158040-A	2918.993667
GI_17318577-S	7202.079
GI_17402908-A	2245.809667
GI_17978511-A	4442.803667
GI_17981703-S	921.8613333
GI_18034691-A	4134.995667
GI_18087810-S	2058.181
GI_18087824-S	490.6026667
GI_18375500-A	8987.449333
GI_18375636-A	3236.238667
GI_18426896-A	21554.37567
GI_18490999-A	1148.941333
GI_18860908-S	1041.393333
GI_18860911-A	2794.778
GI_19718752-S	2024.641667
GI_19743807-S	4476.36
GI_19743913-A	4725.384333
GI_19747284-S	10022.62867
GI_19923214-S	4299.776667
GI_19923273-A	2967.511
GI_19923288-S	1057.653667
GI_19923318-S	1371.143667
GI_19923351-S	17558.47167
GI_19923725-S	3731.771
GI_20070229-S	2540.508333
GI_20070271-S	10877.47567
GI_20143931-S	1250.138
GI_20149638-S	1943.874333
GI_20302157-A	23829.89567
GI_20357509-A	2108.331
GI_20357526-S	10138.18967
GI_20357564-S	15084.02167
GI_20357590-S	2038.309
GI_21237801-S	11871.064
GI_21264603-S	2127.86
GI_21314674-S	2844.061667
GI_21361681-S	12949.859
GI_21361690-S	12520.938
GI_21361703-S	2657.969
GI_21361830-S	5436.494333
GI_21361852-S	1983.057667
GI_21389474-S	4761.131667
GI_21389524-S	1784.805667
GI_21389576-S	1493.797667
GI_21536368-A	1363.594
GI_21536420-A	846.8283333
GI_21536453-S	5507.437333
GI_21717806-S	1372.334333
GI_21735624-A	11817.36733
GI_21956644-S	6048.935667
GI_22027487-S	8235.6535
GI_22095338-S	1805.196333
GI_22212932-A	5759.044
GI_22538477-A	2701.930667
GI_22547111-S	1089.370667
GI_22547122-S	1668.489
GI_22547142-A	6886.872333
GI_23199988-S	5675.395333
GI_23238206-S	1402.904
GI_23510382-A	2859.473667
GI_23510426-A	2197.825333
GI_24041025-S	1399.899
GI_24234714-S	21060.87767
GI_24430189-S	10856.256
GI_24432041-S	3067.562333
GI_24497542-A	2336.921667
GI_24497617-S	2755.148
GI_24497622-S	4831.987
GI_24797084-S	10209.909
GI_24797096-A	1893.608667
GI_25092600-S	8098.759667
GI_25777723-A	2316.285333
GI_27262625-A	3051.902333
GI_27502380-A	7530.088333
GI_27734806-S	3143.648
GI_27735148-S	2401.902
GI_27764881-S	1253.959667
GI_27765097-A	2383.355667
GI_27894345-A	15027.32467
GI_28274700-S	7359.237667
GI_28373079-S	1468.294
GI_28875783-S	636.2553333
GI_28875796-S	4560.766
GI_29171733-S	4482.740667
GI_29550837-A	18491.709
GI_29570779-S	4976.11
GI_29789372-S	7928.159667
GI_30023852-S	2905.276333
GI_30089963-S	1675.138
GI_30089965-S	6111.293667
GI_30795246-S	1918.193667
GI_31317227-S	2382.960667
GI_31317248-A	827.08
GI_31542689-S	5128.681667
GI_31542782-S	2437.888667
GI_31542866-S	8857.145667
GI_31543061-S	775.8
GI_31543092-S	4604.399
GI_31543141-S	856.608
GI_31543409-S	3835.895667
