Reporter Identifier	VALUE
EDNRA-Yu-S	5858.717667
GI_10938013-S	15873.94933
GI_33457353-S	1937.745667
GI_4507456-S	4509.120333
GI_5174574-S	12679.872
sarroybu-S	2429.163
1557685_at-S	895.1283333
1560225_at-S	1014.472667
1561073_at-S	5205.164667
213310_at-S	2794.297333
214174_s_at-S	451.267
214384_s_at-S	2097.651667
216584_at-S	2826.4555
225311_at-S	6644.177667
228178_s_at-S	660.5046667
228687_at-S	476.687
228798_x_at-S	831.117
229455_at-S	3014.353667
231181_at-S	642.1875
231651_at-S	740.021
233424_at-S	519.0366667
235196_at-S	5702.949667
236338_at-S	10109.624
236472_at-S	5325.153333
240093_x_at-S	1696.789
240236_at-S	794.6086667
240543_at-S	2567.747333
241944_x_at-S	2814.08
242763_at-S	678.38
243636_s_at-S	3800.079667
244579_at-S	3485.086667
AA621488-Yu-S	3067.825
AF119310-S	507.46
AFF4-Yu-S	7448.506667
AI015000-Yu-S	647.979
AI017592-Yu-S	362.131
AI288607-Yu-S	630.564
AI431618-Yu-S	9056.458333
AI767512-Yu-S	661.2873333
AI791860-S	12141.21267
AI821573-Yu-S	892.3673333
ANK3-Glinsky-S	12375.263
AW014022-S	1269.451333
AW572379-S	1897.580333
BE144297-S	738.4933333
BENE-Singh-S	4841.014333
BUB1-Glinsky-S	1193.206
BX096646-Yu-S	2755.836333
C2orf33-Yu-S	3857.42
CCNB1-Glinsky-S	1524.016
CD4-Yu-S	3483.754
CDS2-Glinsky-S	2814.618333
CHAF1A-Glinsky-S	3531.011667
CHGA-Singh-S	9977.664333
COL1A2-Singh-S	15962.49933
COMMD5-S	898.417
CV364590-S	500.5815
DNAJB1-Yu-S	7907.039333
EDG7.a-S	2264.136667
ERG_SV-S	1622.781333
ETV4_X-S	586.3346667
FGFR2-Glinsky-S	3108.573333
FLJ12193-S	1078.896
FLJ36036-S	422.5263333
FOS-Glinsky-S	25153.38033
GBL-Yu-S	2009.836667
GBX2-Glinsky-S	381.642
GDEP-S	1153.398
GI_10346134-S	2549.007667
GI_10518500-S	1959.57
GI_10835012-S	719.896
GI_11056009-S	470.0536667
GI_11496986-S	8665.850667
GI_11612673-A	6765.692333
GI_12232472-S	5583.137
GI_12751492-S	1597.364333
GI_13124878-A	23316.13567
GI_13259521-A	6879.93
GI_13376207-S	2625.226333
GI_13376700-S	6265.205
GI_13514821-A	6081.610333
GI_13569888-S	3544.159333
GI_13699817-S	994.918
GI_13876385-S	2258.263
GI_13904863-S	2149.111333
GI_13994357-S	1085.747667
GI_14150117-S	5674.972
GI_14249567-S	3212.915
GI_14589853-A	10910.36333
GI_14589875-A	2650.507
GI_14602458-S	21801.767
GI_14916436-S	12358.54833
GI_15022798-S	3228.351
GI_15147331-S	3153.919333
GI_16554596-A	5534.393667
GI_17158040-A	3605.127
GI_17318577-S	4735.348
GI_17402908-A	2073.419667
GI_17978511-A	4995.380333
GI_17981703-S	1378.038667
GI_18034691-A	3974.577333
GI_18087810-S	1819.682667
GI_18087824-S	427.0173333
GI_18375500-A	9542.188667
GI_18375636-A	3076.782333
GI_18426896-A	21815.14333
GI_18490999-A	981.7603333
GI_18860908-S	1301.303
GI_18860911-A	3704.821
GI_19718752-S	2297.816667
GI_19743807-S	10435.07267
GI_19743913-A	4234.508667
GI_19747284-S	5731.709667
GI_19923214-S	6156.355667
GI_19923273-A	4403.874667
GI_19923288-S	1580.140333
GI_19923318-S	1312.044
GI_19923351-S	15357.05367
GI_19923725-S	3109.858667
GI_20070229-S	2009.163667
GI_20070271-S	9792.693667
GI_20143931-S	560.332
GI_20149638-S	2116.640667
GI_20302157-A	20206.96133
GI_20357509-A	3045.076
GI_20357526-S	10319.63133
GI_20357564-S	13357.87333
GI_20357590-S	2878.509333
GI_21237801-S	9162.794
GI_21264603-S	1576.442333
GI_21314674-S	2467.734333
GI_21361681-S	13246.61767
GI_21361690-S	9353.860333
GI_21361703-S	2810.131333
GI_21361830-S	5106.500333
GI_21361852-S	2526.640333
GI_21389474-S	4502.177667
GI_21389524-S	1851.568333
GI_21389576-S	1880.654
GI_21536368-A	1459.037333
GI_21536420-A	690.5216667
GI_21536453-S	4767.983333
GI_21717806-S	1241.765667
GI_21735624-A	12923.76933
GI_21956644-S	6415.924
GI_22027487-S	11548.941
GI_22095338-S	2087.689
GI_22212932-A	7498.226
GI_22538477-A	2752.998667
GI_22547111-S	2387.173667
GI_22547122-S	1030.842667
GI_22547142-A	8834.145667
GI_23199988-S	8461.048667
GI_23238206-S	2786.824333
GI_23510382-A	3251.756667
GI_23510426-A	2456.136333
GI_24041025-S	2834.985333
GI_24234714-S	18342.56267
GI_24430189-S	7709.292667
GI_24432041-S	3173.897
GI_24497542-A	4503.624
GI_24497617-S	3755.601333
GI_24497622-S	6157.685
GI_24797084-S	10570.79333
GI_24797096-A	2609.482667
GI_25092600-S	9555.674333
GI_25777723-A	2351.891
GI_27262625-A	3010.271
GI_27502380-A	7410.696333
GI_27734806-S	3074.962
GI_27735148-S	2852.965
GI_27764881-S	1093.597
GI_27765097-A	2944.816667
GI_27894345-A	18611.068
GI_28274700-S	5863.623333
GI_28373079-S	1837.946
GI_28875783-S	683.4103333
GI_28875796-S	4372.963333
GI_29171733-S	5243.607667
GI_29550837-A	19768.56067
GI_29570779-S	5805.110667
GI_29789372-S	7909.737667
GI_30023852-S	3347.448
GI_30089963-S	1227.325333
GI_30089965-S	2622.376667
GI_30795246-S	1819.265667
GI_31317227-S	4613.305
GI_31317248-A	1157.690667
GI_31542689-S	7222.960333
GI_31542782-S	2326.395333
GI_31542866-S	7455.643333
GI_31543061-S	6944.243667
GI_31543092-S	7618.576667
GI_31543141-S	903.1443333
GI_31543409-S	6656.213
GI_31543629-S	1856.257333
GI_31742480-A	14721.386
GI_32401423-S	7533.840667
GI_32483415-S	1558.3035
GI_32698699-S	2862.814
GI_33469967-A	7218.317333
GI_33519445-A	7882.546
GI_33598925-S	9094.893667
GI_33620748-S	3325.581
GI_33695154-A	7208.791
GI_34147546-S	3009.036667
GI_34147602-S	3303.569
GI_34147623-S	9970.159
GI_34147678-S	4215.581333
GI_34147690-S	740.5506667
GI_34147722-S	1310.71
GI_34222118-S	709.669
GI_34222227-S	1268.951
GI_34222261-S	16187.35267
GI_34222336-S	1271.725
GI_34222364-S	5638.49
GI_34304351-S	12250.01033
GI_34328934-S	3039.193
GI_34734061-A	11863.28733
GI_35038527-S	3260.800667
GI_35038563-S	1692.883667
GI_37537703-A	2940.113
GI_37577125-A	2582.830333
GI_37655182-S	12257.41033
GI_37675281-S	2279.767333
GI_37704380-S	24642.925
GI_38027922-S	2859.285333
GI_38045935-S	1018.819333
GI_38157985-A	3298.702333
GI_38201689-S	3047.412667
GI_38202206-S	3121.974333
GI_38202210-S	3619.93
GI_38202220-A	1376.698333
GI_38257140-S	4822.287667
GI_38327565-A	1140.561333
GI_38372939-S	21135.373
GI_38454325-S	1996.453667
GI_38505179-I	1011.332667
GI_38569481-S	14743.31767
GI_38679896-S	2636.794667
GI_38679966-A	9916.077333
GI_38788154-A	588.1566667
GI_38788307-S	2749.479667
GI_39653320-A	8069.432333
GI_39725673-S	5820.536333
GI_39725694-S	2273.083
GI_39777596-A	7278.942333
GI_39812446-S	3332.138333
GI_40217807-S	10818.37267
GI_40217844-S	8225.413333
GI_40254430-S	1015.781
GI_40254459-S	9390.903333
GI_40254817-S	6409.263
GI_40254828-S	3060.801667
GI_40255128-S	4056.209667
GI_40255195-S	2980.921667
GI_40316938-A	5573.129
GI_40317625-S	7443.532667
GI_40354199-S	912.914
GI_40538797-S	5755.664
GI_40548385-S	6921.172
GI_40805850-A	1215.737
GI_40805859-A	2687.055333
GI_40806204-S	2095.741
GI_40807455-S	8791.628
GI_41146806-S	1227.925
GI_41281370-S	10187.092
GI_41281517-S	4381.219
GI_41327737-I	7178.087333
GI_41350200-S	2260.410333
GI_41393571-S	4064.981
GI_41393592-S	2139.075
GI_41872473-S	3213.964
GI_41872499-A	3126.484
GI_41872630-S	8945.995
GI_42476152-S	10431.84767
GI_42476153-S	7727.77
GI_42476163-S	3405.162667
GI_42476323-S	7703.717667
GI_42544124-A	5914.295
GI_42560249-A	1418.541
GI_42714656-A	2082.731333
GI_42716292-S	4745.030333
GI_42734437-S	5504.320667
GI_42740906-A	14448.519
