Reporter Identifier	VALUE
GI_10938013-S	20331.00933
GI_33457353-S	4152.102667
GI_4507456-S	4746.198333
GI_5174574-S	10364.37267
GI_10092618-S	13847.80467
GI_10337586-S	455.4276667
GI_10834981-S	11410.09367
GI_10834983-S	2113.756667
GI_10835001-S	12354.50867
GI_10835048-S	18321.417
GI_10835156-S	10219.04433
GI_10835158-S	2746.992
GI_10835160-S	1266.817333
GI_10835170-S	1311.593
GI_10863872-S	1562.499667
GI_10863920-S	11912.20767
GI_10880127-S	4509.705667
GI_10938009-A	8103.982333
GI_11038640-A	8360.846667
GI_11068002-S	9990.433333
GI_11321592-S	13209.53733
GI_11321596-S	4294.101667
GI_11342665-S	13826.53867
GI_11496238-S	8213.686
GI_11496880-S	9041.125667
GI_11496979-S	2452.566
GI_11496989-S	11698.59933
GI_11641410-A	5040.607333
GI_12408643-A	1558.857667
GI_12408650-S	10298.83667
GI_12408657-A	452.8756667
GI_12545405-A	3203.347333
GI_12669910-S	4225.676
GI_12669913-S	4157.806
GI_12669916-S	2002.588
GI_12719454-A	1181.984333
GI_13027797-S	5740.942667
GI_13027798-S	1344.184333
GI_13027803-S	766.0156667
GI_13027804-S	3222.575333
GI_13112047-A	11612.679
GI_13112049-A	3872.098333
GI_13128859-S	5717.431
GI_13186246-A	12381.678
GI_13186266-A	3906.029
GI_13259500-A	7882.015
GI_13259537-S	4760.04
GI_13325053-S	1076.513667
GI_13325059-S	10212.64167
GI_13325062-S	4830.308333
GI_13376997-S	5098.017
GI_13386511-A	3044.955333
GI_13435352-A	3728.794
GI_13518020-A	5283.013
GI_13518031-S	8806.822667
GI_13518226-A	1851.673667
GI_13540470-S	4626.173
GI_14141149-S	14827.9
GI_14165449-A	2997.917
GI_14574570-S	1329.816
GI_14589887-S	14918.078
GI_14589947-S	10143.62267
GI_14591901-A	1901.992667
GI_14670387-A	6318.931667
GI_14702166-A	3874.872333
GI_14719826-S	18963.548
GI_14790114-A	2422.088
GI_14790185-A	3049.717333
GI_14916487-A	1164.7905
GI_14916495-A	2468.844333
GI_15011921-S	3661.571
GI_15011927-A	11374.14433
GI_15055544-A	1908.057333
GI_15055548-A	415.2416667
GI_15147344-S	8746.470667
GI_15147349-A	551.5753333
GI_15208655-A	10074.77967
GI_15451776-A	5521.55
GI_15451785-A	2889.550333
GI_15451787-S	5127.814333
GI_15451788-S	12033.38767
GI_15451855-S	7658.084333
GI_15451897-S	2221.2135
GI_15451899-S	753.4886667
GI_15718711-A	6987.305333
GI_15834616-S	2855.521
GI_16306531-A	9337.079667
GI_16507956-S	1268.716333
GI_16753217-S	11686.01467
GI_16905527-A	7627.594
GI_16933566-S	8935.474667
GI_16936521-S	1208.374
GI_16936523-S	372.522
GI_16936529-A	4787.115667
GI_16936532-A	6588.615667
GI_16950653-S	2059.984667
GI_16950654-S	16965.325
GI_16950656-S	5471.155667
GI_16950657-S	4286.185
GI_16950658-S	4084.556667
GI_16950659-S	4909.899667
GI_17017983-S	5544.634333
GI_17318560-A	1894.378667
GI_17402917-S	7721.477667
GI_17505196-S	1539.762333
GI_17738295-A	2417.417
GI_17738313-S	5708.377333
GI_17978496-A	12801.364
GI_17978497-S	7951.854
GI_17981693-A	4584.284667
GI_17981698-A	2190.522333
GI_17981701-A	2563.07
GI_18104968-A	1908.475333
GI_18641367-A	6355.229333
GI_18765712-S	5339.990667
GI_18765747-A	14529.15367
GI_18860850-A	5481.586
GI_18860895-A	15931.33733
GI_18860897-S	6135.287333
GI_19482173-S	6907.559667
GI_19528651-A	3659.434
GI_19718775-S	4253.808
GI_19743818-A	18065.845
GI_19743853-A	15100.98233
GI_19913404-S	8741.301333
GI_19913405-S	5178.374667
GI_19923110-S	15063.198
GI_19923111-S	13911.67233
GI_19923154-S	1042.130667
GI_19923162-S	2866.213333
GI_19923194-S	1368.524333
GI_19923222-S	4832.351333
GI_19923309-S	1127.135667
GI_19923366-S	10691.86533
GI_19924130-A	4924.773333
GI_19924134-A	2052.605667
GI_19924136-S	776.526
GI_19924137-S	6290.506667
GI_19924164-S	660.6886667
GI_19924171-S	3963.753333
GI_19924298-S	7826.446667
GI_20070134-S	2395.542333
GI_20070172-S	11439.482
GI_20070217-S	9084.612
GI_20127410-S	13107.17833
GI_20127419-S	910.799
GI_20127459-S	5530.819
GI_20127471-S	6241.509
GI_20127489-S	7624.703333
GI_20127497-S	1530.3495
GI_20143929-A	1484.424667
GI_20143951-A	4414.058
GI_20149501-S	16707.77867
GI_20336200-A	2059.810333
GI_20336230-A	3460.937
GI_20336333-A	11387.10833
GI_20336471-S	11418.26133
GI_20357555-A	10377.721
GI_20428651-S	886.2423333
GI_20986507-A	11735.66433
GI_20986513-A	3899.029667
GI_21040323-A	8002.426667
GI_21071041-S	4919.044333
GI_21071042-S	3240.64
GI_21071055-S	14698.74833
GI_21237762-S	21354.665
GI_21322251-S	9876.918667
GI_21359903-S	9223.566
GI_21361085-S	1282.935667
GI_21361115-S	5580.232667
GI_21361192-S	9617.620667
GI_21361206-S	6371.562667
GI_21361291-S	9245.427333
GI_21361305-S	2443.271333
GI_21361613-S	12522.17167
GI_21450843-A	4645.522333
GI_21464104-S	7133.940667
GI_21464121-A	8322.122333
GI_21536300-A	8062.644667
GI_21536313-A	2604.979333
GI_21536329-S	5464.527
GI_21536431-S	10311.41033
GI_21536467-A	4829.558
GI_21614497-S	5272.852333
GI_21614498-S	11785.68767
GI_21614509-A	2264.751667
GI_21618337-A	7190.933
GI_21618343-S	3810.243
GI_21626462-S	7631.768
GI_22027615-A	1867.821667
GI_22027623-A	6481.731
GI_22035597-S	3574.622333
GI_22035683-S	868.5956667
GI_22202618-A	6586.888333
GI_22538485-S	4151.882667
GI_22547118-A	3558.099
GI_23110949-S	15806.76867
GI_23199992-S	3320.945
GI_23308726-S	4944.463333
GI_23312365-S	1528.889
GI_23312370-A	5820.385
GI_23312372-S	10690.335
GI_23510363-A	3844.976667
GI_23510430-A	3647.571333
GI_23510439-S	4780.938
GI_24041034-S	4868.472333
GI_24119162-S	2340.148333
GI_24234689-A	6326.510667
GI_24430217-S	336.1143333
GI_24430218-S	1252.610667
GI_24475626-S	3530.825667
GI_24475887-S	5243.462333
GI_24497437-S	967.0966667
GI_24497558-A	5464.949667
GI_25121959-S	5988.278667
GI_25952110-S	1686.6265
GI_26051238-S	2276.230667
GI_26787977-S	612.4626667
GI_27262658-S	11106.98267
GI_27437029-S	461.0686667
GI_27437044-A	6077.858333
GI_27437048-A	808.33
GI_27477091-A	3687.912
GI_27545325-S	7710.406333
GI_27597077-S	3105.991667
GI_27883841-S	4892.797
GI_27886565-A	6068.685
GI_27886592-A	8402.298333
GI_27886606-A	10879.995
GI_27886643-A	910.2056667
GI_27894305-S	938.0243333
GI_27894318-A	1713.712
GI_27894329-S	330.9303333
GI_27894367-S	3799.182333
GI_27894369-S	4754.416333
GI_28178860-S	548.1686667
GI_28178862-S	752.6066667
GI_28329415-A	6557.650333
GI_28416914-S	590.8716667
GI_28559089-S	5624.582
GI_28610153-S	2624.532333
