Reporter Identifier	VALUE
GI_10938013-S	20235.65167
GI_33457353-S	3412.502
GI_4507456-S	4548.868
GI_5174574-S	10911.107
GI_10092618-S	17620.63767
GI_10337586-S	396.2866667
GI_10834981-S	13639.99867
GI_10834983-S	4610.118
GI_10835001-S	16843.25033
GI_10835048-S	20762.29267
GI_10835156-S	6581.662667
GI_10835158-S	7885.806333
GI_10835160-S	2008.494
GI_10835170-S	714.729
GI_10863872-S	1920.825667
GI_10863920-S	9029.252
GI_10880127-S	5778.803333
GI_10938009-A	7858.691333
GI_11038640-A	8645.508333
GI_11068002-S	7814.396667
GI_11321592-S	15061.999
GI_11321596-S	3972.505333
GI_11342665-S	12694.51533
GI_11496238-S	5286.349333
GI_11496880-S	7071.011333
GI_11496979-S	2716.169667
GI_11496989-S	9180.112333
GI_11641410-A	3122.009333
GI_12408643-A	1411.935333
GI_12408650-S	10254.46967
GI_12408657-A	552.4293333
GI_12545405-A	4085.337667
GI_12669910-S	1487.679333
GI_12669913-S	2725.244667
GI_12669916-S	1944.652
GI_12719454-A	747.8293333
GI_13027797-S	7395.421333
GI_13027798-S	1372.592333
GI_13027803-S	862.852
GI_13027804-S	6180.896333
GI_13112047-A	3605.556667
GI_13112049-A	2165.061667
GI_13128859-S	7205.294333
GI_13186246-A	7580.499667
GI_13186266-A	2330.203
GI_13259500-A	4961.257
GI_13259537-S	4706.640667
GI_13325053-S	694.2226667
GI_13325059-S	16107.48233
GI_13325062-S	4936.936333
GI_13376997-S	4290.852
GI_13386511-A	858.5966667
GI_13435352-A	1542.012
GI_13518020-A	1923.864667
GI_13518031-S	4496.504667
GI_13518226-A	1632.55
GI_13540470-S	3356.983
GI_14141149-S	9949.9435
GI_14165449-A	3822.361667
GI_14574570-S	2305.035333
GI_14589887-S	17877.42433
GI_14589947-S	8302.002333
GI_14591901-A	2972.87
GI_14670387-A	3039.237
GI_14702166-A	5410.507667
GI_14719826-S	12442.357
GI_14790114-A	3406.578333
GI_14790185-A	3133.732
GI_14916487-A	2522.9565
GI_14916495-A	2139.077333
GI_15011921-S	4353.624333
GI_15011927-A	7659.157
GI_15055544-A	955.2243333
GI_15055548-A	320.408
GI_15147344-S	7998.974333
GI_15147349-A	356.048
GI_15208655-A	10424.42367
GI_15451776-A	6334.186
GI_15451785-A	2280.942
GI_15451787-S	3481.923
GI_15451788-S	10531.56133
GI_15451855-S	9216.671
GI_15451897-S	2540.048
GI_15451899-S	593.04
GI_15718711-A	7799.254333
GI_15834616-S	1793.801333
GI_16306531-A	9184.738
GI_16507956-S	1713.052667
