Reporter Identifier	VALUE
EDNRA-Yu-S	4037.556667
GI_10938013-S	16104.27933
GI_33457353-S	2067.449
GI_4507456-S	4249.901333
GI_5174574-S	16372.178
sarroybu-S	2534.956
1557685_at-S	845.454
1560225_at-S	913.9783333
1561073_at-S	6921.885
213310_at-S	2959.527667
214174_s_at-S	550.025
214384_s_at-S	1825.922
216584_at-S	2502.149
225311_at-S	6028.525667
228178_s_at-S	728.414
228687_at-S	473.112
228798_x_at-S	824.8255
229455_at-S	2960.184667
231181_at-S	646.677
231651_at-S	711.8656667
233424_at-S	576.0306667
235196_at-S	6604.546667
236338_at-S	4048.836
236472_at-S	4043.087
240093_x_at-S	1089.448
240236_at-S	693.9883333
240543_at-S	2978.034667
241944_x_at-S	3031.609333
242763_at-S	653.3213333
243636_s_at-S	3489.546
244579_at-S	3928.691
AA621488-Yu-S	2713.015333
AF119310-S	561.919
AFF4-Yu-S	6638.256333
AI015000-Yu-S	601.801
AI017592-Yu-S	467.3706667
AI288607-Yu-S	630.8716667
AI431618-Yu-S	9829.474
AI767512-Yu-S	565.6236667
AI791860-S	5511.005
AI821573-Yu-S	1165.872333
ANK3-Glinsky-S	7707.917333
AW014022-S	1077.834
AW572379-S	1863.115333
BE144297-S	648.648
BENE-Singh-S	4662.266333
BUB1-Glinsky-S	1128.073
BX096646-Yu-S	2540.170333
C2orf33-Yu-S	3493.992
CCNB1-Glinsky-S	1320.584
CD4-Yu-S	2898.978667
CDS2-Glinsky-S	2602.668
CHAF1A-Glinsky-S	5222.368333
CHGA-Singh-S	1755.693667
COL1A2-Singh-S	13183.31233
COMMD5-S	961.33
CV364590-S	444.505
DNAJB1-Yu-S	8227.965667
EDG7.a-S	3815.239667
ERG_SV-S	1336.350333
ETV4_X-S	8530.416333
FGFR2-Glinsky-S	3485.465
FLJ12193-S	1208.387667
FLJ36036-S	416.7603333
FOS-Glinsky-S	26213.59233
GBL-Yu-S	2767.796333
GBX2-Glinsky-S	379.0436667
GDEP-S	2856.496333
GI_10346134-S	3009.000333
GI_10518500-S	2361.501667
GI_10835012-S	631.6336667
GI_11056009-S	390.9263333
GI_11496986-S	5527.729333
GI_11612673-A	8804.017
GI_12232472-S	3684.426
GI_12751492-S	1496.07
GI_13124878-A	26917.172
GI_13259521-A	9401.038
GI_13376207-S	3286.648
GI_13376700-S	6416.928667
GI_13514821-A	6653.807333
GI_13569888-S	3735.573
GI_13699817-S	1117.4575
GI_13876385-S	3480.625333
GI_13904863-S	3179.231333
GI_13994357-S	1165.813
GI_14150117-S	5960.600667
GI_14249567-S	3783.327
GI_14589853-A	7559.841333
GI_14589875-A	3811.007
GI_14602458-S	19201.16167
GI_14916436-S	12586.249
GI_15022798-S	3607.452
GI_15147331-S	5523.076333
GI_16554596-A	6762.274333
GI_17158040-A	8540.035
GI_17318577-S	5268.484667
GI_17402908-A	3264.603
GI_17978511-A	5390.290333
GI_17981703-S	1477.929333
GI_18034691-A	3687.519
GI_18087810-S	1893.683
GI_18087824-S	394.739
GI_18375500-A	9072.571667
GI_18375636-A	3374.735333
GI_18426896-A	23372.40667
GI_18490999-A	792.9456667
GI_18860908-S	1246.076333
GI_18860911-A	4561.82
GI_19718752-S	3003.613667
GI_19743807-S	4542.568
GI_19743913-A	4915.773667
GI_19747284-S	7235.826667
GI_19923214-S	4926.134667
GI_19923273-A	2233.98
GI_19923288-S	1492.631
GI_19923318-S	1358.889
GI_19923351-S	17367.071
GI_19923725-S	5443.055
GI_20070229-S	2087.000333
GI_20070271-S	8651.641333
GI_20143931-S	613.4813333
GI_20149638-S	2424.438333
GI_20302157-A	21354.786
GI_20357509-A	2974.218
GI_20357526-S	9795.388667
GI_20357564-S	17659.954
GI_20357590-S	2561.16
GI_21237801-S	10452.405
GI_21264603-S	2532.888333
GI_21314674-S	3562.733333
GI_21361681-S	14322.327
GI_21361690-S	16828.00133
GI_21361703-S	2455.566667
GI_21361830-S	5627.886333
GI_21361852-S	2639.294667
GI_21389474-S	4698.099667
GI_21389524-S	1884.307667
GI_21389576-S	1844.751667
GI_21536368-A	2036.837667
GI_21536420-A	741.7023333
GI_21536453-S	6649.519
GI_21717806-S	1701.139
GI_21735624-A	12114.79133
GI_21956644-S	5760.500333
GI_22027487-S	9308.9335
GI_22095338-S	1726.377667
GI_22212932-A	6389.948667
GI_22538477-A	2481.23
GI_22547111-S	1302.836667
GI_22547122-S	1364.541
GI_22547142-A	8423.770333
GI_23199988-S	8816.583667
GI_23238206-S	2277.347
GI_23510382-A	3550.584
GI_23510426-A	2352.985333
GI_24041025-S	1047.681
GI_24234714-S	17431.31133
GI_24430189-S	7439.569333
GI_24432041-S	2718.336333
GI_24497542-A	4927.876667
GI_24497617-S	2364.220667
GI_24497622-S	4482.447333
GI_24797084-S	11250.02767
GI_24797096-A	2989.447
GI_25092600-S	6721.056
GI_25777723-A	1864.955667
GI_27262625-A	1667.798
GI_27502380-A	8883.671667
GI_27734806-S	1961.194667
GI_27735148-S	2739.498667
GI_27764881-S	3294.826667
GI_27765097-A	2665.213333
GI_27894345-A	13490.308
GI_28274700-S	6030.76
GI_28373079-S	1903.288
GI_28875783-S	814.006
GI_28875796-S	5595.49
GI_29171733-S	4590.523333
GI_29550837-A	23532.2
GI_29570779-S	4960.312667
GI_29789372-S	6699.991
GI_30023852-S	2734.454667
GI_30089963-S	1085.584667
GI_30089965-S	3855.039333
GI_30795246-S	2579.096
GI_31317227-S	3464.283667
GI_31317248-A	1116.547333
GI_31542689-S	7477.416333
GI_31542782-S	2519.39
GI_31542866-S	8989.958667
GI_31543061-S	2605.762667
GI_31543092-S	4525.495
GI_31543141-S	914.0933333
GI_31543409-S	3904.392333
GI_31543629-S	1452.653
GI_31742480-A	16053.494
GI_32401423-S	7600.723333
GI_32483415-S	2567.9475
GI_32698699-S	2609.792667
GI_33469967-A	8465.157667
GI_33519445-A	10811.06467
GI_33598925-S	8822.324
GI_33620748-S	3070.123
GI_33695154-A	6235.104
GI_34147546-S	2753.559667
GI_34147602-S	2821.725667
GI_34147623-S	4579.627
GI_34147678-S	3771.31
GI_34147690-S	733.258
GI_34147722-S	1732.759333
GI_34222118-S	697.5136667
GI_34222227-S	1123.693667
GI_34222261-S	14526.83967
GI_34222336-S	4604.342
GI_34222364-S	6206.748
GI_34304351-S	17011.49633
GI_34328934-S	3992.341
GI_34734061-A	9174.968333
GI_35038527-S	4846.651
GI_35038563-S	1203.308667
GI_37537703-A	4247.599333
GI_37577125-A	2166.633
GI_37655182-S	13919.93
GI_37675281-S	2256.683
GI_37704380-S	24352.18
GI_38027922-S	2815.376667
GI_38045935-S	820.0753333
GI_38157985-A	3330.642667
GI_38201689-S	2806.145667
GI_38202206-S	4117.063333
GI_38202210-S	6851.513333
GI_38202220-A	1202.748667
GI_38257140-S	5974.282
GI_38327565-A	1173.85
GI_38372939-S	24350.92133
GI_38454325-S	1367.946333
GI_38505179-I	1517.382
GI_38569481-S	8740.906
GI_38679896-S	3243.691667
GI_38679966-A	13477.749
GI_38788154-A	590.3593333
GI_38788307-S	1834.77
GI_39653320-A	8619.844667
GI_39725673-S	7959.452
GI_39725694-S	2772.0475
GI_39777596-A	10421.29
GI_39812446-S	2466.063667
GI_40217807-S	11635.748
GI_40217844-S	6194.761667
GI_40254430-S	1131.231333
GI_40254459-S	10549.34633
GI_40254817-S	4805.916333
GI_40254828-S	4016.124
GI_40255128-S	4953.01
GI_40255195-S	4338.271667
GI_40316938-A	4427.785333
GI_40317625-S	9398.609333
GI_40354199-S	954.2006667
GI_40538797-S	5753.819
GI_40548385-S	7547.657667
GI_40805850-A	819.1456667
GI_40805859-A	3322.038333
GI_40806204-S	2813.337
GI_40807455-S	9500.603333
GI_41146806-S	1224.086
GI_41281370-S	12155.3935
GI_41281517-S	4927.406667
GI_41327737-I	6148.098333
GI_41350200-S	2629.222667
GI_41393571-S	9606.228667
GI_41393592-S	2486.583333
GI_41872473-S	3209.267333
GI_41872499-A	1881.414333
GI_41872630-S	10817.385
GI_42476152-S	6867.441
GI_42476153-S	4236.742667
GI_42476163-S	3562.790667
GI_42476323-S	4356.426333
GI_42544124-A	5841.1935
GI_42560249-A	1397.987
GI_42714656-A	1685.398667
GI_42716292-S	4647.422667
GI_42734437-S	5510.802
GI_42740906-A	13445.10267
GI_42741654-S	2161.283333
GI_42794624-A	19147.00267
GI_44829053-S	3113.783333
GI_44890066-S	8711.553
GI_4502094-S	2932.315667
GI_4502680-S	2231.092667
GI_4503760-S	1401.257
GI_4504038-S	1027.332
GI_4504184-S	9134.922667
GI_4504222-S	11932.98
GI_4504482-S	2823.502
GI_4504504-S	7192.683333
GI_4504736-S	2341.155333
GI_4504788-S	565.132
GI_4505058-S	11096.17533
GI_4506866-S	5137.769333
GI_4507544-S	3737.133667
GI_4507908-S	2666.171667
GI_4508034-S	3744.814667
GI_45359857-I	6336.277
GI_45439310-A	4027.210333
GI_45439361-S	8226.860333
GI_45504379-S	4915.323667
GI_4557009-S	2315.348333
GI_4557314-S	2251.291333
GI_4557546-A	1580.506
GI_4557642-S	3357.311667
GI_4557650-S	2755.079
GI_4557764-S	2756.434333
GI_45594239-S	1369.859333
GI_45827730-A	3840.522
GI_46049109-A	7857.308
GI_46094080-S	5637.37
GI_46255021-A	2131.375
GI_46409631-S	2091.287333
GI_46430498-S	3967.762333
GI_47078291-S	1235.112333
GI_47132559-A	16652.15433
GI_47419933-S	10415.69
