Reporter Identifier	VALUE
GI_10938013-S	17550.44767
GI_33457353-S	4179.102333
GI_4507456-S	4022.621
GI_5174574-S	11209.379
GI_10092618-S	16096.92233
GI_10337586-S	358.0723333
GI_10834981-S	11888.317
GI_10834983-S	886.707
GI_10835001-S	16524.21833
GI_10835048-S	19669.23067
GI_10835156-S	6654.263
GI_10835158-S	1629.401
GI_10835160-S	1649.982333
GI_10835170-S	413.326
GI_10863872-S	1987.696
GI_10863920-S	11458.98733
GI_10880127-S	6341.535333
GI_10938009-A	10598.13867
GI_11038640-A	9942.406667
GI_11068002-S	15389.13133
GI_11321592-S	10945.27167
GI_11321596-S	4340.149333
GI_11342665-S	11473.959
GI_11496238-S	6027.953
GI_11496880-S	8667.436333
GI_11496979-S	2364.531333
GI_11496989-S	8989.825
GI_11641410-A	3277.108333
GI_12408643-A	1745.275333
GI_12408650-S	12322.80433
GI_12408657-A	1193.651667
GI_12545405-A	4947.121333
GI_12669910-S	2608.235667
GI_12669913-S	2688.141667
GI_12669916-S	2600.986
GI_12719454-A	799.6623333
GI_13027797-S	7517.042333
GI_13027798-S	1700.513
GI_13027803-S	769.1663333
GI_13027804-S	2864.68
GI_13112047-A	9079.638667
GI_13112049-A	2763.146
GI_13128859-S	9793.010667
GI_13186246-A	6056.790667
GI_13186266-A	1451.561667
GI_13259500-A	5925.977667
GI_13259537-S	5960.256667
GI_13325053-S	520.5456667
GI_13325059-S	11031.126
GI_13325062-S	4017.834667
GI_13376997-S	3986.545333
GI_13386511-A	1013.067333
GI_13435352-A	1246.801333
GI_13518020-A	2361.396667
GI_13518031-S	5349.402
GI_13518226-A	1826.741
GI_13540470-S	3190.323
GI_14141149-S	12716.1025
GI_14165449-A	3570.121
GI_14574570-S	1445.631
GI_14589887-S	20820.65267
GI_14589947-S	9622.955667
GI_14591901-A	2310.745667
GI_14670387-A	4441.429
GI_14702166-A	3472.312
GI_14719826-S	12759.8855
GI_14790114-A	4191.870333
GI_14790185-A	5234.294
GI_14916487-A	1589.2565
GI_14916495-A	1512.974333
GI_15011921-S	5660.899
GI_15011927-A	11774.27433
GI_15055544-A	764.1616667
GI_15055548-A	361.928
GI_15147344-S	3832.885667
GI_15147349-A	335.1223333
GI_15208655-A	10445.393
GI_15451776-A	7506.132
GI_15451785-A	2482.299333
GI_15451787-S	3072.444333
GI_15451788-S	9996.845
GI_15451855-S	4574.933333
GI_15451897-S	1780.73
GI_15451899-S	1103.474667
GI_15718711-A	8509.744333
GI_15834616-S	2265.724333
GI_16306531-A	7717.970667
GI_16507956-S	1196.418333
GI_16753217-S	7109.765
GI_16905527-A	8158.099333
GI_16933566-S	9983.680667
GI_16936521-S	2924.583333
GI_16936523-S	670.667
GI_16936529-A	5028.139333
GI_16936532-A	6733.35
GI_16950653-S	2041.941333
GI_16950654-S	11457.59633
GI_16950656-S	4190.612667
GI_16950657-S	5468.939333
GI_16950658-S	3415.958667
GI_16950659-S	6128.341667
GI_17017983-S	8191.498333
GI_17318560-A	2237.120667
GI_17402917-S	2235.023
GI_17505196-S	1006.527
GI_17738295-A	1299.849667
GI_17738313-S	5633.248333
GI_17978496-A	11251.115
GI_17978497-S	8545.723
GI_17981693-A	2833.607
GI_17981698-A	2112.461667
GI_17981701-A	2154.762667
GI_18104968-A	1745.686
GI_18641367-A	6107.182
GI_18765712-S	5863.166333
GI_18765747-A	14972.51767
GI_18860850-A	7678.73
GI_18860895-A	16648.41067
GI_18860897-S	7200.642
GI_19482173-S	4849.347
GI_19528651-A	2874.687667
GI_19718775-S	3745.709333
GI_19743818-A	20669.98167
GI_19743853-A	15392.688
GI_19913404-S	9322.582333
GI_19913405-S	4802.269333
GI_19923110-S	10315.908
GI_19923111-S	5756.279
GI_19923154-S	1857.642667
GI_19923162-S	3336.691667
GI_19923194-S	4905.211
GI_19923222-S	4361.075667
GI_19923309-S	581.489
GI_19923366-S	14031.23
GI_19924130-A	8217.206333
GI_19924134-A	1344.685
GI_19924136-S	990.4796667
GI_19924137-S	11690.079
GI_19924164-S	785.8486667
GI_19924171-S	3845.287
GI_19924298-S	9573.405
GI_20070134-S	1451.500333
GI_20070172-S	11993.465
GI_20070217-S	8020.441667
GI_20127410-S	14283.733
GI_20127419-S	1014.594667
GI_20127459-S	4464.449667
GI_20127471-S	4361.370667
GI_20127489-S	7048.132667
GI_20127497-S	1442.684
GI_20143929-A	1458.895667
GI_20143951-A	3896.528333
GI_20149501-S	20587.832
GI_20336200-A	2488.901333
GI_20336230-A	1495.046667
GI_20336333-A	10396.73533
GI_20336471-S	9805.631333
GI_20357555-A	12801.70767
GI_20428651-S	1812.394667
GI_20986507-A	9346.077667
GI_20986513-A	5201.294
GI_21040323-A	5100.812
GI_21071041-S	5931.397
GI_21071042-S	3245.373
GI_21071055-S	11417.88933
GI_21237762-S	22072.95833
GI_21322251-S	11239.78433
GI_21359903-S	4401.995667
GI_21361085-S	1722.801667
GI_21361115-S	5010.470333
GI_21361192-S	11225.845
GI_21361206-S	4460.026667
GI_21361291-S	13355.51333
GI_21361305-S	1021.620333
GI_21361613-S	9374.115667
GI_21450843-A	2456.901667
GI_21464104-S	11084.904
GI_21464121-A	9673.3
GI_21536300-A	7947.879333
GI_21536313-A	1163.348333
GI_21536329-S	9252.791667
GI_21536431-S	7712.584333
GI_21536467-A	6469.648667
GI_21614497-S	5859.336333
GI_21614498-S	15603.20133
GI_21614509-A	1962.585667
