Reporter Identifier	VALUE
GI_10938013-S	17218.397
GI_33457353-S	4158.674667
GI_4507456-S	3509.715
GI_5174574-S	12973.49033
GI_10092618-S	17460.27867
GI_10337586-S	379.2736667
GI_10834981-S	11625.27733
GI_10834983-S	1204.013333
GI_10835001-S	13910.943
GI_10835048-S	19864.25067
GI_10835156-S	8346.540333
GI_10835158-S	3708.153
GI_10835160-S	2020.124333
GI_10835170-S	911.757
GI_10863872-S	1997.758667
GI_10863920-S	10237.643
GI_10880127-S	5874.913
GI_10938009-A	7898.922667
GI_11038640-A	7486.398667
GI_11068002-S	13790.653
GI_11321592-S	13131.57733
GI_11321596-S	3203.995667
GI_11342665-S	10847.27633
GI_11496238-S	4617.477667
GI_11496880-S	6574.336667
GI_11496979-S	2036.762667
GI_11496989-S	9350.312
GI_11641410-A	2896.105
GI_12408643-A	1434.212667
GI_12408650-S	11514.96133
GI_12408657-A	669.651
GI_12545405-A	4781.093
GI_12669910-S	1856.217667
GI_12669913-S	3020.278333
GI_12669916-S	2398.7595
GI_12719454-A	876.6173333
GI_13027797-S	7002.177333
GI_13027798-S	1791.539333
GI_13027803-S	911.7723333
GI_13027804-S	2835.559333
GI_13112047-A	6628.506333
GI_13112049-A	2379.717
GI_13128859-S	9918.894
GI_13186246-A	7491.275333
GI_13186266-A	3327.739333
GI_13259500-A	5949.590667
GI_13259537-S	6906.463667
GI_13325053-S	914.413
GI_13325059-S	18386.998
GI_13325062-S	4724.793333
GI_13376997-S	4807.567667
GI_13386511-A	1435.894333
GI_13435352-A	1624.204667
GI_13518020-A	1639.328667
GI_13518031-S	4291.111333
GI_13518226-A	1829.525667
GI_13540470-S	3756.286
GI_14141149-S	13151.8655
GI_14165449-A	3183.538
GI_14574570-S	1842.310667
GI_14589887-S	16485.229
GI_14589947-S	8153.4
GI_14591901-A	2769.557
GI_14670387-A	4715.005667
GI_14702166-A	3701.681667
GI_14719826-S	5555.5455
GI_14790114-A	3733.327667
GI_14790185-A	4043.145667
GI_14916487-A	1709.542
GI_14916495-A	1844.397667
GI_15011921-S	5516.880667
GI_15011927-A	9061.401333
GI_15055544-A	692.1666667
GI_15055548-A	406.9213333
GI_15147344-S	4873.410333
GI_15147349-A	432.862
GI_15208655-A	10721.879
GI_15451776-A	8446.487667
GI_15451785-A	2241.011
GI_15451787-S	3102.296333
GI_15451788-S	9174.199
GI_15451855-S	7565.453333
GI_15451897-S	2280.739
GI_15451899-S	1445.297
GI_15718711-A	8288.166
GI_15834616-S	2387.075667
GI_16306531-A	4525.839333
GI_16507956-S	953.1716667
GI_16753217-S	7159.058333
GI_16905527-A	8293.464333
GI_16933566-S	8456.697
