Reporter Identifier	VALUE
EDNRA-Yu-S	2717.457667
GI_10938013-S	15100.149
GI_33457353-S	2337.151
GI_4507456-S	4111.392333
GI_5174574-S	18061.582
sarroybu-S	1391.098333
1557685_at-S	641.763
1560225_at-S	670.2543333
1561073_at-S	3946.184
213310_at-S	2791.021667
214174_s_at-S	554.81
214384_s_at-S	2124.381333
216584_at-S	2701.581
225311_at-S	9439.120333
228178_s_at-S	774.3436667
228687_at-S	530.302
228798_x_at-S	796.2375
229455_at-S	3211.455333
231181_at-S	738.439
231651_at-S	661.093
233424_at-S	471.9693333
235196_at-S	7079.235
236338_at-S	6202.196667
236472_at-S	3864.808333
240093_x_at-S	1424.096
240236_at-S	841.2486667
240543_at-S	2417.538667
241944_x_at-S	2152.761333
242763_at-S	632.3273333
243636_s_at-S	3173.087333
244579_at-S	3063.579667
AA621488-Yu-S	2806.791
AF119310-S	858.256
AFF4-Yu-S	6602.411333
AI015000-Yu-S	757.857
AI017592-Yu-S	455.2233333
AI288607-Yu-S	725.2516667
AI431618-Yu-S	12280.34733
AI767512-Yu-S	600.289
AI791860-S	4198.475
AI821573-Yu-S	605.111
ANK3-Glinsky-S	19856.203
AW014022-S	1392.718333
AW572379-S	1673.984
BE144297-S	852.5276667
BENE-Singh-S	2876.318667
BUB1-Glinsky-S	1040.714667
BX096646-Yu-S	2144.322333
C2orf33-Yu-S	3746.901333
CCNB1-Glinsky-S	1182.012
CD4-Yu-S	2822.433667
CDS2-Glinsky-S	3064.474333
CHAF1A-Glinsky-S	5067.923333
CHGA-Singh-S	783.6386667
COL1A2-Singh-S	12935.837
COMMD5-S	926.927
CV364590-S	476.0285
DNAJB1-Yu-S	9451.188667
EDG7.a-S	11295.55033
ERG_SV-S	4134.977333
ETV4_X-S	415.338
FGFR2-Glinsky-S	1314.411333
FLJ12193-S	788.104
FLJ36036-S	455.1306667
FOS-Glinsky-S	22589.298
GBL-Yu-S	3317.202667
GBX2-Glinsky-S	399.386
GDEP-S	12148.74033
GI_10346134-S	3190.307
GI_10518500-S	5935.383
GI_10835012-S	676.8176667
GI_11056009-S	443.88
GI_11496986-S	4116.149
GI_11612673-A	4934.848
GI_12232472-S	4784.178
GI_12751492-S	1931.419333
GI_13124878-A	18965.077
GI_13259521-A	7342.355333
GI_13376207-S	3297.810333
GI_13376700-S	8367.387
GI_13514821-A	8638.891667
GI_13569888-S	3982.196333
GI_13699817-S	1136.5665
GI_13876385-S	1989.729
GI_13904863-S	1453.279667
GI_13994357-S	1210.451333
GI_14150117-S	7100.809
GI_14249567-S	4247.927333
GI_14589853-A	6911.835667
GI_14589875-A	1766.526333
GI_14602458-S	20572.15367
GI_14916436-S	15929.196
GI_15022798-S	2545.638
GI_15147331-S	1068.963
GI_16554596-A	3797.096333
GI_17158040-A	2981.011333
GI_17318577-S	1847.955
GI_17402908-A	1169.265333
GI_17978511-A	6750.257667
GI_17981703-S	1345.720333
GI_18034691-A	5068.694667
GI_18087810-S	1861.510667
GI_18087824-S	410.7906667
GI_18375500-A	14506.50833
GI_18375636-A	3734.390667
GI_18426896-A	24194.96067
GI_18490999-A	979.84
GI_18860908-S	761.4753333
GI_18860911-A	5493.443667
GI_19718752-S	3289.124333
GI_19743807-S	2298.381667
GI_19743913-A	3070.525
GI_19747284-S	3508.721
GI_19923214-S	3958.480333
GI_19923273-A	3184.693333
GI_19923288-S	1256.196
GI_19923318-S	1384.028667
GI_19923351-S	18512.562
GI_19923725-S	4605.385
GI_20070229-S	1845.941333
GI_20070271-S	17723.56833
GI_20143931-S	5182.711
GI_20149638-S	1667.289333
GI_20302157-A	21596.533
GI_20357509-A	2068.467333
GI_20357526-S	10912.00733
GI_20357564-S	17348.74933
GI_20357590-S	2953.018
GI_21237801-S	11968.92
GI_21264603-S	1577.670667
GI_21314674-S	3694.643333
GI_21361681-S	14447.48
GI_21361690-S	17771.13633
GI_21361703-S	4005.917667
GI_21361830-S	5135.271333
GI_21361852-S	3109.123333
GI_21389474-S	4244.482333
GI_21389524-S	1660.254
GI_21389576-S	1967.225333
GI_21536368-A	2151.473667
GI_21536420-A	763.0376667
GI_21536453-S	9217.256333
GI_21717806-S	1264.307667
GI_21735624-A	16637.13667
GI_21956644-S	8963.863
GI_22027487-S	16678.187
GI_22095338-S	2136.652667
GI_22212932-A	9009.974
GI_22538477-A	3385.598333
GI_22547111-S	1121.717667
GI_22547122-S	1293.676333
GI_22547142-A	5667.404333
GI_23199988-S	4081.893
GI_23238206-S	3629.034333
GI_23510382-A	3706.722
GI_23510426-A	2609.553333
GI_24041025-S	3483.778667
GI_24234714-S	19016.59967
GI_24430189-S	2099.189333
GI_24432041-S	4217.888
GI_24497542-A	4633.326
GI_24497617-S	3326.034
GI_24497622-S	5053.322667
GI_24797084-S	15045.84433
